Open,High,Low,Close,Volume,Date
2852.31,2855,2779.96,2820.29,44001.67893,2024-11-07
2820.29,2830,2790,2792.07,33114.98885,2024-11-07
2792.07,2848.54,2776.97,2847.49,65461.35024,2024-11-07
2847.49,2893.6,2824.04,2885.04,96587.99391,2024-11-07
2885.04,2916.1,2864.49,2895.35,63854.77037,2024-11-07
2895.35,2954.6,2886.47,2902.42,67370.52459,2024-11-08
2902.42,2924.2,2892,2912.12,24195.13013,2024-11-08
2912.12,2930.65,2893.33,2914.27,34708.39487,2024-11-08
2914.27,2956.38,2903,2937.04,67764.55172,2024-11-08
2937.04,2981.56,2890.38,2949.96,66761.01962,2024-11-08
2949.96,2975.48,2915.8,2961.67,36761.96984,2024-11-08
2961.67,2995.13,2954.56,2965.5,44061.72344,2024-11-09
2965.5,3058.77,2955.18,3030.38,57472.06888,2024-11-09
3030.38,3055.6,3021.47,3051.81,24903.04198,2024-11-09
3051.81,3054.17,3028.44,3040.79,27045.33865,2024-11-09
3040.79,3094.54,2990.85,3070.4,47857.59034,2024-11-09
3070.4,3157.2,3065.57,3126.2,42197.62039,2024-11-09
3126.2,3150.35,3103.99,3134.82,43787.02315,2024-11-10
3134.82,3216.32,3130,3185.86,68271.66785,2024-11-10
3185.86,3229.47,3168.94,3220,51994.25239,2024-11-10
3220,3236.42,3167.57,3209.53,95359.38067,2024-11-10
3209.53,3248.58,3150.19,3164.27,83903.72969,2024-11-10
3164.27,3225,3069.57,3183.21,127030.88477,2024-11-10
3183.21,3221.78,3171.13,3195.03,77439.85524,2024-11-11
3195.03,3197.01,3105.48,3140.21,53757.86886,2024-11-11
3140.21,3211.94,3132.1,3197.61,44128.19667,2024-11-11
3197.61,3256.36,3140,3236.39,51303.29678,2024-11-11
3236.39,3345.8,3233.63,3300.42,63904.65644,2024-11-11
3300.42,3387.6,3280.39,3371.64,61697.83136,2024-11-11
3371.64,3374.64,3249.85,3335.66,65193.40468,2024-11-12
3335.66,3393.56,3315,3368.15,63380.79621,2024-11-12
3368.15,3441.83,3210,3283.01,65476.29688,2024-11-12
3283.01,3296.92,3208.58,3261.3,71745.36063,2024-11-12
3261.3,3304.08,3209.46,3272.77,79624.67208,2024-11-12
3272.77,3304.86,3239.98,3243.79,47771.70972,2024-11-12
3243.79,3285.52,3202.5,3207.98,45642.81708,2024-11-13
3207.98,3230.19,3117.14,3160.83,48870.69389,2024-11-13
3160.83,3191.81,3142.14,3168.04,30247.64984,2024-11-13
3168.04,3327.39,3152.81,3309.66,59822.66929,2024-11-13
3309.66,3331,3155.03,3159.11,56026.37096,2024-11-13
3159.11,3197.97,3118.35,3187.15,52239.02508,2024-11-13
3187.15,3227.76,3163.54,3217.38,40783.86841,2024-11-14
3217.38,3240.19,3174.28,3217.63,34818.87628,2024-11-14
3217.63,3230.83,3155.01,3185.21,25966.10946,2024-11-14
3185.21,3198.99,3060,3077.66,30878.42109,2024-11-14
3077.66,3180.62,3071.14,3145.47,33766.30782,2024-11-14
3145.47,3145.47,3029.5,3058.81,21251.97182,2024-11-14
3058.81,3092.01,3035,3082.61,13633.0642,2024-11-15
3082.61,3082.61,3015,3039.38,23908.34966,2024-11-15
3039.38,3113.98,3022.32,3104.29,24862.83123,2024-11-15
3104.29,3130.49,3015,3023.64,39788.7719,2024-11-15
3023.64,3059.79,3016,3040.37,46145.99156,2024-11-15
3040.37,3120,3038.39,3090.77,27762.68407,2024-11-15
3090.77,3156.61,3072,3154.49,31772.35077,2024-11-16
3154.49,3165.02,3101.49,3106.67,27777.22588,2024-11-16
3106.67,3195.63,3103.37,3195.63,27650.45502,2024-11-16
3195.63,3219.63,3121.34,3141.11,50497.3371,2024-11-16
3141.11,3184.6,3128.09,3169.01,40696.63127,2024-11-16
3169.01,3175.1,3122.01,3132.8,31565.37643,2024-11-16
3132.8,3154,3035.55,3080.8,21148.64734,2024-11-17
3080.8,3147.41,3076.6,3136.64,32045.59498,2024-11-17
3136.64,3162,3101.96,3105.53,31022.21252,2024-11-17
3105.53,3125.91,3067.65,3086.81,32111.74388,2024-11-17
3086.81,3115.72,3071.6,3097.78,44133.59155,2024-11-17
3097.78,3106.74,3044,3076,40674.3566,2024-11-17
