trade_date,close,open,high,low,volume
20130318,479.13,481.53,482.59,478.54,46990512
20130319,480.48,478.45,482.21,477.55,33082800
20130320,487.04,481.88,488.94,480.53,43035240
20130321,491.79,488.64,494.57,488.43,48020696
20130322,489.99,492.88,500.59,486.15,49788232
20130325,493.57,491.76,495.64,488.55,34344960
20130326,489.46,494.19,496.32,489.14,36516000
20130327,491.26,489.3,492.46,485.34,34896536
20130328,490.67,491.64,495.12,487.67,40663172
20130329,491.04,487.01,492.96,483.5,35064856
20130401,505.81,490.66,505.81,489.9,48073088
20130402,509.43,507.31,514.1,507.22,66367872
20130403,505.93,509.29,511.59,502.38,53224712
20130404,497.35,505.54,506.63,497.35,48524380
20130405,502.58,501.16,503.36,497.83,44598800
20130408,506.66,505.0,507.75,501.91,49051912
20130409,510.49,505.09,512.85,504.16,58149208
20130410,496.5,512.15,518.46,496.5,64402460
20130411,504.07,501.39,504.51,497.08,46971212
20130412,494.27,505.37,505.9,490.82,50701340
20130415,480.02,491.65,491.77,478.8,51237740
20130416,478.07,475.07,479.97,466.56,46214528
20130417,483.99,482.17,483.99,476.53,28380260
20130418,473.21,483.99,483.99,471.1,35218828
20130422,468.43,471.81,472.95,466.78,37044620
20130423,473.69,470.59,475.48,469.13,30789422
20130424,472.89,474.48,475.75,472.89,30220170
20130425,476.59,474.87,477.8,474.29,36674856
20130426,474.51,477.04,479.12,474.43,30585010
20130502,473.02,474.54,476.42,472.16,20665090
20130503,475.24,471.14,475.24,470.81,24532380
20130506,488.32,478.94,488.32,478.94,47981928
20130507,485.58,489.35,491.56,484.39,54751808
20130508,485.07,486.74,488.04,483.03,37540320
20130509,486.22,485.44,488.57,485.2,46080288
20130510,486.1,488.1,490.76,484.75,40392768
20130513,488.93,486.96,490.38,486.96,34259224
20130514,483.85,486.94,487.45,480.79,43778020
20130515,485.97,482.82,487.52,481.8,35892100
20130516,490.34,486.0,491.44,485.28,43474448
20130517,487.6,489.99,491.85,487.6,43152848
20130520,492.27,487.61,492.96,486.57,46611100
20130521,500.18,496.09,502.6,495.95,78862856
20130522,502.23,503.23,504.68,501.44,60738028
20130523,498.22,501.15,506.58,498.22,76788480
20130524,500.24,498.77,503.6,495.96,58885912
20130527,512.41,504.38,516.08,504.38,91278256
20130528,516.33,515.62,517.97,512.81,83366048
20130529,515.09,517.91,520.36,511.32,93465368
20130530,521.45,517.18,521.45,513.68,73554112
20130531,518.39,526.58,526.58,518.39,97869296
20130603,517.03,518.3,521.35,516.64,72365040
20130604,510.69,517.03,521.05,510.69,75405696
20130605,514.64,512.37,514.64,508.86,54216332
20130606,520.9,513.43,521.28,513.16,69643400
20130607,527.97,523.21,527.97,523.19,73350528
20130610,524.56,530.97,533.15,524.56,75001888
20130611,521.95,525.2,525.68,520.94,59009640
20130612,518.24,521.21,524.91,518.24,64902640
20130613,515.09,518.28,519.54,510.07,60674388
20130614,509.03,517.14,518.0,509.03,58737880
20130617,498.52,510.52,511.23,498.31,73309032
20130618,498.88,497.06,500.54,495.5,51411632
20130619,503.37,501.58,504.11,500.61,42149080
20130620,499.51,502.22,503.75,498.55,48665180
20130621,498.84,497.3,501.25,495.23,92632848
20130624,489.74,500.44,501.14,487.41,54963828
20130625,473.02,487.04,488.55,466.78,82915864
20130626,473.53,473.26,476.47,466.41,51883712
20130627,482.95,476.33,482.95,475.0,42119152
20130628,481.13,484.84,485.94,479.94,42072792
20130701,480.04,478.98,482.03,475.26,30796542
20130702,489.84,480.72,490.14,480.72,32480660
20130703,487.35,489.84,492.93,487.11,36474440
20130704,487.22,489.23,490.65,486.49,36277732
20130705,485.66,488.06,489.99,485.22,37205860
20130708,482.77,485.24,485.95,480.58,34633300
20130709,485.5,483.96,485.5,481.14,26299100
20130710,484.43,487.81,489.83,484.43,30250970
20130711,484.47,484.38,485.44,482.11,28820560
20130712,493.99,485.14,493.99,485.13,47970580
20130715,494.1,496.12,498.32,492.95,41864552
20130716,496.22,494.66,497.83,493.74,40224848
20130717,497.5,496.38,498.42,493.37,41625080
20130718,496.84,495.68,500.51,494.23,49439580
20130719,503.76,499.64,505.38,499.28,42574928
20130722,506.16,505.11,507.71,501.63,48725640
20130723,504.29,506.16,508.64,504.22,47457480
20130724,494.18,503.67,504.27,493.36,55245496
20130725,491.78,493.75,495.85,491.76,32971848
20130726,493.93,493.5,495.16,487.92,13145432
20130729,485.69,493.81,494.36,485.56,29602500
20130730,488.54,485.78,490.36,485.74,26663830
20130731,491.85,488.1,493.1,487.1,24088412
20130801,492.43,490.9,494.31,489.57,27992370
20130802,494.66,493.33,495.71,493.02,24490540
20130805,493.66,494.38,496.74,492.75,24131750
20130806,496.56,492.69,496.56,491.91,29499898
20130807,500.1,496.95,502.26,495.02,35379888
20130808,498.22,499.53,503.51,497.05,28051650
20130809,500.62,498.88,502.04,498.88,25936720
20130812,499.46,501.04,501.12,497.53,25895260
20130813,497.73,499.46,502.63,497.4,35557220
20130814,503.57,498.51,503.89,496.35,34135960
20130815,508.22,505.03,509.6,505.03,61913560
20130816,507.79,508.22,510.22,505.48,59756872
20130819,511.02,507.27,513.34,507.16,60613016
20130820,504.81,509.59,510.59,504.11,59507840
20130821,502.7,504.77,504.78,497.01,51076640
20130822,496.12,499.82,503.92,494.4,50905008
20130823,486.82,496.12,497.89,482.78,52560820
20130826,490.54,485.26,490.54,478.59,38985572
20130827,485.57,488.23,489.89,485.57,24681170
20130828,473.3,482.48,482.48,470.29,65368120
20130829,468.55,473.33,477.09,468.55,37998328
20130830,472.7,469.64,472.7,462.13,33924816
20130903,472.17,473.56,477.08,470.26,24864292
20130904,471.45,472.77,476.42,469.3,39162900
20130905,477.57,473.62,477.77,470.72,37421424
20130906,480.03,479.18,480.55,475.16,34861072
20130909,470.16,474.6,476.48,469.39,39165760
20130910,474.53,470.16,475.62,470.16,27533440
20130911,476.4,474.53,478.95,473.68,32033752
20130912,475.59,474.97,477.25,474.91,25047660
20130913,476.42,475.11,478.0,474.54,28013440
20130916,475.57,478.32,478.7,473.97,36896448
20130917,477.73,476.21,480.16,475.82,35374160
20130918,474.26,478.65,479.25,473.52,34813400
20130919,476.09,477.99,478.99,475.69,32482700
20130920,477.19,476.12,477.19,474.7,83027344
20130923,479.09,476.79,479.09,475.06,40162056
20130924,482.82,478.88,483.78,478.85,52746776
20130925,486.22,482.41,488.98,482.41,79359344
20130926,485.11,486.28,487.88,482.61,48487848
20130927,486.61,484.68,487.82,483.85,43514288
20130930,492.63,487.12,492.65,486.7,65644632
20131001,492.24,491.92,496.59,491.34,98030960
20131002,494.39,492.58,496.86,492.58,75217440
20131003,492.3,495.0,495.0,491.59,61651892
20131004,497.5,492.17,497.73,490.43,57891700
20131007,500.47,497.45,502.16,496.92,64102512
20131008,502.22,500.53,502.64,497.58,69394720
20131009,500.67,501.28,502.52,499.53,62003912
20131010,494.81,500.34,501.64,494.81,65565500
20131011,494.53,496.71,498.58,494.53,52493568
20131014,493.62,494.31,495.67,492.81,36865048
20131015,495.72,493.03,495.72,492.37,49217000
20131016,498.96,495.59,500.6,495.02,68958648
20131017,499.59,501.88,502.64,498.83,60617536
20131018,500.83,499.89,501.39,497.91,67031976
20131021,501.57,501.8,503.72,500.25,109920272
20131022,500.57,500.94,502.95,498.74,68523680
20131023,504.05,501.41,504.81,501.41,77983672
20131024,501.17,503.47,505.74,500.64,84151928
20131025,500.75,502.8,503.17,499.53,59990568
20131028,496.46,501.27,501.86,496.46,64298544
20131029,497.08,494.66,497.74,494.01,48772840
20131030,499.07,498.0,500.97,497.95,38969856
20131031,497.41,500.04,500.59,497.41,38620232
20131101,497.08,499.21,499.27,496.93,38485376
20131104,497.07,497.25,498.49,495.68,62434128
20131105,499.79,497.38,500.28,495.84,74452200
20131106,502.52,500.83,502.52,499.58,76253376
20131107,499.86,501.4,503.3,499.29,104887504
20131108,498.61,498.8,500.47,498.33,63364456
20131111,501.08,498.03,501.08,497.41,87692440
20131112,497.65,500.81,501.36,496.79,118886016
20131113,496.12,496.9,498.62,495.68,63518968
20131114,497.85,496.67,498.79,496.12,60230392
20131115,501.34,497.88,502.12,497.72,90780016
20131118,506.48,503.33,507.41,503.33,113389008
20131119,504.71,505.45,507.63,504.71,91657224
20131120,505.52,504.68,505.75,502.98,103452472
20131121,503.54,507.0,510.21,503.54,169313024
20131122,505.64,504.52,506.46,502.83,101235280
20131125,506.46,506.94,509.72,506.08,89988184
20131126,509.16,506.98,510.75,504.65,89242008
20131127,508.43,510.96,513.25,507.66,97463056
20131128,507.71,508.53,509.15,506.99,77302728
20131129,507.78,507.42,508.78,506.05,97557496
20131202,508.53,509.13,509.48,507.1,75143328
20131203,511.62,508.13,514.83,508.13,121894672
20131204,510.88,512.01,513.4,510.66,105380256
20131205,510.03,510.39,512.21,507.52,100718384
20131206,510.12,510.03,512.37,509.76,76480176
20131209,511.23,514.13,514.13,510.94,100343600
20131210,511.6,512.1,513.83,510.24,78954520
20131211,505.31,511.7,511.81,504.9,101559536
20131212,506.92,503.77,507.68,503.76,67902440
20131213,506.06,507.07,509.35,505.49,63123560
20131216,502.04,503.46,506.52,502.04,57654008
20131217,505.67,503.24,505.67,502.04,69511200
20131218,505.25,505.1,506.11,503.66,61253696
20131219,506.28,505.9,508.04,504.92,106818864
20131220,504.45,507.39,508.29,504.45,124403736
20131223,508.68,506.6,509.41,505.73,98124320
20131224,505.62,508.61,509.54,505.62,84945864
20131225,504.42,506.37,506.53,503.03,70603712
20131226,506.55,504.41,507.57,503.59,69552632
20131227,506.41,507.08,510.09,506.41,70524800
20131230,500.35,506.35,507.02,500.35,86921280
20131231,504.63,500.04,506.44,499.49,59559868
20140102,504.51,505.61,506.71,503.04,54996228
20140103,505.37,504.41,506.28,503.94,50143840
20140106,509.1,505.74,509.1,504.28,68130864
20140107,510.12,510.84,513.0,509.87,71634384
20140108,513.9,511.03,514.2,509.01,68649496
20140109,516.98,513.66,516.98,513.52,88973712
20140110,518.94,518.33,523.06,518.24,92706120
20140113,521.11,519.31,522.32,518.78,68452024
20140114,522.31,521.13,524.59,520.63,85746088
20140115,526.68,523.72,527.09,522.45,126132576
20140116,533.54,528.83,533.54,527.9,91792848
20140117,543.59,536.81,549.88,536.81,114980128
20140120,553.67,548.22,559.93,548.22,101980696
20140121,559.91,555.72,560.18,547.65,91154112
20140122,551.92,561.34,564.61,551.92,114735992
20140123,553.55,550.88,556.5,550.52,68217048
20140124,560.19,555.66,560.19,553.46,85521800
20140127,556.52,560.45,560.49,556.35,65492096
20140206,554.68,555.51,557.29,551.45,87875560
20140207,549.76,557.71,558.51,549.37,119495584
20140210,555.9,550.41,555.9,548.56,106904960
20140211,553.9,559.74,561.83,553.9,170844848
20140212,564.25,555.55,564.25,554.26,122316320
20140213,570.18,567.58,570.68,565.27,145697616
20140214,572.22,573.09,576.18,569.38,138337232
20140217,570.2,571.91,572.85,567.89,159214896
20140218,574.56,570.8,574.56,570.16,154772032
20140219,578.12,578.53,578.8,573.86,153445024
20140220,571.04,579.64,584.1,565.31,254367232
20140221,570.57,570.95,574.61,565.33,116346368
20140224,576.58,571.94,576.58,570.07,113232880
20140225,586.2,575.49,586.2,575.49,141747904
20140226,589.81,590.64,590.79,582.96,154261344
20140227,584.79,587.82,596.4,584.79,223033328
20140228,586.48,586.12,591.36,581.63,116336016
20140303,573.38,586.65,587.11,573.37,141965568
20140304,569.97,569.34,572.28,563.55,122493936
20140305,574.94,569.97,577.5,569.97,102976776
20140306,578.56,576.17,580.04,574.58,131565672
20140307,579.75,579.4,582.24,579.1,149392496
20140310,583.69,580.84,584.81,579.98,140462544
20140311,588.5,585.1,589.45,582.2,158740992
20140312,590.02,590.94,596.38,590.02,168708960
20140313,595.22,590.83,595.22,590.36,130339064
20140314,596.83,596.2,600.68,594.51,160384624
20140317,600.36,603.05,603.24,598.7,161239488
20140318,599.85,602.01,603.21,597.78,193120368
20140319,605.59,600.73,605.91,600.42,188807584
20140320,600.26,607.39,608.51,600.03,184719952
20140321,601.75,600.26,607.22,600.26,224867360
20140324,607.55,606.55,609.2,604.18,189271920
20140325,601.85,609.01,609.46,601.85,245417840
20140326,588.06,603.54,603.68,587.52,246459584
20140327,590.14,588.94,591.7,582.81,146465264
20140328,594.29,592.82,595.7,590.59,116220648
20140331,591.57,594.29,597.22,591.57,117084104
20140401,583.85,590.93,593.03,582.3,167165312
20140402,581.67,584.17,586.5,574.4,142309840
20140403,589.44,584.45,590.91,582.83,99127880
20140404,593.04,589.9,593.72,588.34,92353584
20140407,600.57,595.72,602.55,595.35,108560424
20140408,603.25,600.71,603.25,598.52,109210640
20140410,601.33,603.25,608.89,600.43,110558336
20140411,600.57,597.87,602.01,594.96,104068008
20140414,596.11,602.67,602.7,596.05,96128096
20140415,586.09,596.0,597.99,586.09,126833616
20140416,574.29,583.64,585.51,567.61,143009888
20140417,580.31,580.39,583.51,575.83,86527800
20140418,565.33,580.89,580.89,565.33,106747120
20140421,558.14,564.21,568.44,558.14,93868872
20140422,569.87,560.63,569.87,556.47,84120408
20140423,569.36,569.83,573.39,567.04,63157604
20140424,570.46,568.38,571.57,566.94,51518060
20140425,578.92,571.71,580.74,571.71,58226788
20140428,573.1,579.05,580.7,573.1,55208228
20140429,578.0,570.64,578.21,570.64,45941892
20140505,564.85,578.45,580.11,564.47,73606800
20140506,555.11,561.86,562.36,545.97,98267720
20140507,559.97,558.04,561.56,553.21,46793760
20140508,527.09,550.75,550.75,525.37,128293224
20140509,542.46,522.82,542.56,522.7,115488640
20140512,517.05,536.82,536.82,512.25,95024400
20140513,513.91,508.76,518.45,508.51,92140328
20140514,529.53,510.16,529.59,509.82,106635856
20140515,524.05,529.39,537.27,512.41,125655192
20140516,529.49,522.0,529.49,519.39,79135648
20140519,533.04,530.31,534.68,525.82,94450048
20140520,537.52,531.0,537.93,527.69,102485880
20140521,543.88,537.95,543.93,533.19,99864168
20140522,541.73,543.35,547.2,541.43,122207056
20140523,541.49,542.44,545.3,540.51,84206792
20140526,544.06,541.43,544.93,536.27,70850072
20140527,552.75,543.55,552.75,542.49,121729360
20140528,557.34,554.32,557.93,553.03,107355240
20140529,558.45,556.3,562.33,555.32,114247616
20140530,562.02,558.78,565.05,557.2,81363304
20140602,556.8,560.29,563.12,554.44,78700672
20140603,558.76,557.34,560.62,554.96,53795920
20140604,553.46,559.13,559.19,550.23,67155656
20140605,551.1,552.2,553.96,548.47,53199852
20140606,559.04,553.62,559.04,551.8,59778288
20140609,565.61,559.04,571.83,558.64,107736656
20140610,566.89,566.31,571.73,564.32,78132936
20140611,570.36,567.77,573.05,566.51,75171288
20140612,573.77,571.19,574.75,568.58,90147440
20140613,574.48,573.58,577.27,573.03,67624296
20140616,572.37,575.2,575.87,571.76,76547344
20140617,572.25,571.8,573.15,567.58,103158968
20140618,570.03,571.74,575.03,570.03,95680952
20140619,567.35,564.93,569.41,558.65,122009504
20140620,560.78,568.45,571.76,560.78,116175888
20140623,565.92,561.97,567.71,561.97,48639680
20140624,569.74,565.47,570.37,565.12,56799240
20140625,572.27,570.33,574.62,569.27,88449016
20140626,576.4,572.23,578.29,570.33,111253088
20140627,578.82,576.29,580.75,575.1,59803528
20140630,578.13,578.28,582.26,577.76,63985012
20140701,578.07,578.93,582.16,577.3,101593984
20140702,578.8,578.9,581.89,576.88,107018064
20140703,585.02,581.24,585.02,580.55,127121960
20140704,589.35,585.66,591.38,585.66,117186000
20140707,590.69,592.23,594.84,589.61,114945344
20140708,591.47,591.63,593.4,588.54,83828224
20140709,591.6,591.82,593.42,590.46,99772408
20140710,584.88,591.21,591.35,581.49,148042032
20140711,582.77,584.29,586.57,580.54,76665488
20140714,586.23,583.55,586.23,581.99,62767224
20140715,589.31,587.92,590.09,587.68,98238768
20140716,589.68,594.13,594.29,589.68,134145848
20140717,590.37,588.99,591.42,586.07,94389680
20140718,596.26,590.9,596.26,589.33,120565296
20140721,601.04,598.11,604.64,596.96,109316960
20140722,597.98,599.3,600.93,594.85,89952816
20140723,597.5,599.56,599.56,594.1,58825520
20140724,602.06,597.03,602.49,597.03,84773632
20140725,600.14,603.54,605.78,600.14,94267848
20140728,589.45,599.13,599.35,587.78,106264464
20140729,592.24,590.57,592.24,585.75,60692448
20140730,589.33,591.15,593.58,588.53,73191400
20140731,596.07,589.35,596.11,587.68,61274968
20140801,593.9,594.66,596.8,592.38,59841148
20140804,599.04,592.04,600.52,592.04,71125720
20140805,607.73,600.46,607.73,599.1,83711696
20140806,606.7,607.95,610.88,605.63,87400600
20140807,607.62,603.94,608.42,603.13,87858760
20140808,605.43,607.18,610.09,604.08,101520160
20140811,602.13,602.78,607.16,600.48,74249568
20140812,601.78,600.52,604.89,598.71,78520736
20140813,602.76,601.03,604.51,599.64,93087280
20140814,605.25,605.03,607.84,604.08,109406304
20140815,604.24,605.25,608.46,603.24,101218776
20140818,605.08,605.42,607.79,603.33,123678840
20140819,604.64,607.27,609.04,603.61,125366096
20140820,606.7,604.3,608.72,602.81,98377832
20140821,612.94,608.91,616.96,608.58,140343456
20140822,620.14,614.51,622.97,614.51,151323264
20140825,625.88,622.71,629.58,622.16,156793904
20140826,629.06,627.13,631.17,625.1,129151104
20140827,628.77,630.84,632.25,624.68,152313568
20140828,632.03,627.41,635.94,626.32,134519840
20140829,636.65,634.91,640.19,631.11,170612896
20140903,640.75,640.69,644.56,638.95,188655712
20140904,640.22,638.6,642.88,636.56,147679712
20140905,638.65,640.63,641.96,638.55,138632496
20140908,639.85,641.88,642.72,639.19,163757920
20140909,626.92,640.5,641.2,622.76,244276672
20140910,628.8,625.59,630.03,618.54,129722920
20140911,628.99,629.77,633.6,626.26,123786888
20140912,632.5,631.31,632.91,627.42,142042128
20140915,630.34,633.86,636.65,630.34,202778784
20140916,627.66,628.96,631.59,623.66,176189312
20140917,625.66,630.48,632.22,625.66,183400384
20140918,615.8,625.95,627.29,615.8,164153904
20140919,613.29,615.86,619.8,612.4,203749040
20140922,611.93,617.71,621.36,611.93,100726224
20140923,610.39,611.75,615.99,610.39,131792672
20140924,603.59,609.51,611.61,603.59,112776104
20140925,605.1,604.31,605.5,594.28,123016768
20140926,604.98,608.8,610.15,604.98,134351936
20140929,599.78,605.03,605.03,599.78,111034704
20140930,598.8,597.11,601.54,594.0,142531376
20141001,609.27,603.5,611.74,603.44,168682480
20141002,612.66,612.43,614.8,607.57,165950848
20141003,611.55,613.38,615.42,610.55,170345584
20141006,614.42,612.11,616.13,611.77,163203440
20141007,614.08,614.16,617.01,612.94,178871568
20141008,617.26,615.04,618.37,611.98,167590176
20141009,624.34,622.25,626.9,622.25,154923104
20141010,617.72,623.85,627.49,617.72,143028688
20141013,614.22,615.77,618.29,608.27,108441800
20141014,605.79,614.22,616.71,605.79,112901760
20141015,604.29,603.73,606.4,596.5,117820960
20141016,587.17,603.11,603.59,585.76,165668624
20141017,585.28,585.95,591.85,577.79,118004416
20141020,589.24,588.38,593.2,585.7,75388464
20141021,600.55,590.17,601.14,588.75,80475800
20141022,601.59,600.27,603.97,598.99,97192992
20141023,593.53,598.87,602.02,593.11,143961968
20141024,591.51,592.66,595.33,588.72,90743200
20141027,580.8,590.33,591.59,580.02,99712608
20141028,583.13,578.73,584.43,578.44,109692904
20141029,591.2,585.68,591.83,585.68,94659672
20141030,589.14,593.09,594.3,589.14,94528448
20141031,600.84,591.12,600.84,588.16,128903104
20141103,603.15,603.44,606.94,602.51,109836448
20141104,598.39,601.55,604.47,598.39,107482688
20141105,597.01,599.64,602.53,593.53,129003800
20141106,597.85,599.2,601.28,596.73,85175152
20141107,602.59,598.41,603.32,597.73,119568152
20141110,602.12,604.75,607.5,602.12,126939272
20141111,604.23,603.48,608.68,601.85,132043888
20141112,604.01,605.14,606.36,603.12,122678872
20141113,603.16,605.25,607.29,602.62,139365184
20141114,600.36,601.69,602.51,596.95,141302224
20141117,600.93,602.4,604.63,600.93,109011536
20141118,594.25,600.86,602.53,594.25,128868520
20141119,588.35,594.88,597.29,588.35,132807224
20141120,593.32,592.17,594.76,589.84,147023616
20141121,588.03,594.71,596.02,588.03,157836656
20141124,582.53,585.08,586.54,580.92,112311312
20141125,585.91,583.53,588.42,583.53,102742664
20141126,576.04,587.58,588.16,575.09,154451776
20141127,572.89,575.63,575.82,567.36,107309544
20141128,566.58,570.61,572.12,565.1,135324512
20141201,568.01,566.22,571.69,565.09,108033328
20141202,569.43,570.44,570.79,568.55,95251136
20141203,574.88,570.48,575.95,570.44,111414112
20141204,578.38,576.63,581.27,576.63,106104080
20141205,578.76,578.52,582.42,578.18,95316496
20141208,571.68,577.44,577.44,569.24,107840992
20141209,555.31,567.55,567.55,554.51,169970688
20141210,557.19,550.35,558.47,544.78,113615648
20141211,550.11,549.78,557.96,547.55,87052696
20141212,553.93,547.69,554.82,547.69,73938736
20141215,547.93,550.8,554.35,547.93,78341880
20141216,535.14,545.33,545.66,535.0,114699800
20141217,518.22,535.27,536.64,513.06,165055728
20141218,528.45,522.9,528.6,521.43,94737920
20141219,523.09,527.61,533.3,522.1,171218448
20141222,537.54,527.28,537.54,527.28,70396912
20141223,537.88,535.61,543.22,532.78,76021280
20141224,539.44,540.46,541.73,536.79,57168000
20141225,532.01,536.21,537.47,531.52,67648512
20141226,533.37,531.84,537.89,527.41,85103360
20141229,532.68,533.37,538.83,528.63,94978280
20141230,537.57,531.07,537.57,526.61,80298624
20141231,545.63,538.68,546.62,537.91,106297216
20150105,544.45,545.43,549.22,543.78,91834616
20150106,549.66,539.08,550.11,538.82,94081888
20150107,552.05,548.44,555.83,548.44,109445776
20150108,553.47,553.49,556.8,552.15,73883040
20150109,569.73,555.53,570.52,555.53,104203680
20150112,574.32,575.86,579.73,574.07,123328208
20150113,580.6,573.26,580.65,573.26,93250944
20150114,577.01,579.77,582.21,571.67,105588768
20150115,577.74,577.01,581.24,575.36,111809296
20150116,574.81,576.88,578.51,574.08,103715768
20150119,571.51,576.5,579.06,570.1,85869952
20150120,572.22,570.78,574.96,570.14,72955320
20150121,569.12,573.54,574.41,569.12,75650992
20150122,574.54,569.74,576.48,567.82,77924416
20150123,582.38,578.22,583.57,577.57,116961112
20150126,580.64,584.89,586.76,580.64,92614640
20150127,579.3,580.45,584.28,575.5,138720400
20150128,583.76,579.56,584.35,578.59,107451328
20150129,583.28,584.18,585.66,580.37,93424200
20150130,576.07,584.08,584.08,574.46,97717864
20150202,570.37,576.07,579.73,570.37,66840416
20150203,557.47,572.56,574.83,557.47,93996200
20150204,561.45,556.93,561.69,553.21,90940000
20150205,567.17,562.17,568.22,562.05,69467520
20150206,574.13,569.03,574.36,569.03,58140872
20150209,573.55,574.06,577.04,572.79,62712848
20150210,574.52,575.74,578.42,574.24,61234352
20150211,581.76,574.88,581.76,574.88,70560968
20150212,584.67,582.52,584.99,581.86,79108960
20150213,587.24,586.26,589.02,585.6,72295088
20150224,596.95,590.18,596.95,589.74,61107780
20150225,592.66,596.9,601.55,592.66,96802088
20150226,596.72,593.95,597.07,591.78,84963552
20150227,592.57,598.0,598.4,590.58,76140472
20150302,590.73,591.75,593.72,588.59,76507744
20150303,596.72,590.42,597.45,590.42,108805816
20150304,600.39,598.49,600.69,595.34,115632616
20150305,596.91,601.08,602.4,596.75,121956232
20150306,593.97,596.42,598.33,592.71,96217776
20150309,588.44,594.08,596.32,587.27,90927440
20150310,589.66,586.38,591.17,586.38,93334408
20150311,586.54,589.04,590.56,586.49,79076072
20150312,588.53,585.89,589.67,585.48,79994864
20150313,586.1,589.04,591.75,586.1,88834976
20150316,580.8,583.26,586.19,580.55,98790024
20150317,581.76,580.6,583.59,580.6,88737456
20150318,578.68,580.81,581.53,577.26,86795048
20150319,573.74,579.39,580.32,573.52,81752944
20150320,575.44,572.57,577.56,571.92,145321984
20150323,570.89,576.64,579.39,570.44,94583432
20150324,567.43,569.33,569.91,562.07,86397696
20150325,560.93,567.62,568.4,559.87,83089264
20150326,556.16,556.12,559.68,553.19,78108960
20150327,551.42,558.93,561.13,549.65,83668504
20150330,545.19,551.75,554.26,545.07,85631544
20150331,551.13,544.87,552.72,544.87,80466504
20150401,538.91,550.8,551.69,537.3,109335352
20150402,546.85,540.54,546.85,536.87,86076896
20150403,547.85,548.69,550.3,544.22,69546336
20150406,542.97,548.11,549.28,542.97,54716264
20150407,548.11,542.71,548.37,540.79,89727688
20150408,547.72,549.69,551.23,546.29,70218920
20150409,550.52,547.26,552.53,546.76,83461272
20150410,554.03,550.96,557.65,550.96,94475400
20150413,559.54,556.35,559.68,555.97,69597200
20150414,558.67,559.81,562.95,558.49,64342772
20150415,564.5,558.94,565.39,558.94,75972584
20150416,568.28,564.5,570.68,564.5,96584512
20150417,568.32,568.28,572.76,568.28,103374656
20150420,565.04,568.52,568.83,562.66,65083492
20150421,562.24,563.78,567.52,562.24,82497056
20150422,562.51,562.58,565.04,561.53,89314352
20150423,561.25,562.85,564.45,557.57,71598648
20150424,565.77,563.17,567.36,561.56,54121628
20150427,562.4,567.77,568.47,562.4,53676760
20150504,545.08,560.62,563.36,545.08,111153792
20150505,552.65,544.8,552.65,539.04,100089472
20150506,549.3,553.3,555.51,548.17,80300720
20150507,552.98,548.51,554.22,547.53,65236664
20150508,554.51,551.57,556.39,550.93,70875792
20150511,551.67,554.5,556.2,550.57,88473680
20150512,544.41,551.98,552.56,542.7,72362280
20150513,542.82,545.5,546.99,538.76,76185760
20150514,543.69,542.53,545.0,540.72,64983328
20150515,537.44,543.61,545.48,537.44,72939360
20150518,528.95,535.82,536.71,528.9,101572464
20150519,536.82,530.0,537.19,530.0,83713920
20150520,550.1,536.35,550.33,536.07,123637008
20150521,552.56,550.99,554.0,547.95,103116432
20150522,561.82,553.41,561.82,550.81,112920048
20150525,563.0,560.8,563.84,558.5,106078240
20150526,567.2,563.31,570.29,562.58,133053008
20150527,566.48,564.64,569.63,563.28,111368816
20150528,572.97,566.13,576.92,564.73,145617456
20150529,569.56,572.73,577.03,568.7,129559304
20150601,574.98,571.15,579.58,570.14,112680512
20150602,570.31,575.7,581.24,570.31,120805280
20150603,567.9,570.55,573.91,567.81,120677088
20150604,568.99,568.01,573.5,567.9,103665872
20150605,578.07,568.63,579.01,568.37,141129600
20150608,579.83,581.2,585.51,579.52,182809712
20150609,574.47,578.68,582.13,573.73,146632640
20150610,574.1,576.06,576.62,569.59,123793816
20150611,581.05,577.32,582.68,575.25,158674560
20150612,582.73,582.54,585.01,578.8,154956240
20150615,586.48,583.51,586.67,581.35,147047600
20150616,580.35,587.76,589.33,580.35,152124384
20150617,578.87,578.53,584.04,575.88,119302312
20150618,580.35,578.73,583.02,578.47,90021552
20150619,584.7,584.08,588.48,582.47,184477632
20150622,594.08,588.33,594.08,588.01,145223120
20150623,593.07,592.44,595.11,590.76,99831624
20150624,590.02,592.19,594.01,589.02,112994496
20150625,587.99,589.29,590.37,585.34,106046096
20150626,581.75,586.04,592.59,581.75,138270496
20150629,591.75,580.16,591.75,579.61,104599856
20150630,593.05,588.77,598.98,588.77,137264736
20150701,591.5,594.52,594.52,587.33,114932072
20150702,605.7,591.5,605.7,590.52,118695704
20150703,616.43,608.82,617.96,608.82,154568912
20150706,625.22,618.75,625.34,618.65,162505728
20150707,630.27,623.89,633.73,620.59,167953872
20150708,623.17,630.4,634.13,617.29,180512896
20150709,622.1,616.2,626.38,613.34,128611000
20150710,627.28,627.56,630.79,624.7,149796672
20150713,634.1,631.6,637.1,627.7,130289104
20150714,638.69,635.55,640.43,628.43,148321440
20150715,630.89,640.43,641.06,630.89,136744352
20150716,626.9,627.32,632.21,622.57,113628752
20150717,628.63,628.45,631.67,626.21,97179136
20150720,620.54,624.84,624.84,616.11,106200848
20150721,616.61,619.9,624.47,613.83,95668320
20150722,629.85,614.56,629.94,613.58,109080568
